statement_id,statement,creator,validity,True_fleshes,True_smog_index,True_flesch_kincaid_grade,True_coleman_liau_index,True_automated_readability_index,True_dale_chall_readability_score,True_difficult_words,True_linsear_write_formula,True_difficult_words.1,True_gunning_fog,True_text_standard,characters,words,avg_word_length,numbers,sentences,unique_word_ratio,sentiment_index,hatred_index,support,opposed,neutral
0,298 all have covid we have yet to figure out who is symptomatic or not but mostly everyone does not have symptoms,human,FALSE,74.53,0,8.3,6.96,9.3,7.6,2,13,2,10.62,7th and 8th grade,113,21,4.24,0,1,0.86,0.0434,0.0207,0.88830322,0.016306058,0.095390677
15,"While Test A failed to detect SARS-CoV-2 antibodies in 37Â–84% of non-hospitalized patients, Test B detected antibodies in 79%. Test C detected antibodies in 95% of non-hospitalized patients. Antibody levels were initially low, increased over time, and increased as the disease got worse.",human,FALSE,48.5,13,10,13.27,12.6,12.06,10,10.16666667,10,10.37,12th and 13th grade,288,40,5.67,4,3,0.72,0.017,0.0297,0.994736373,0.002021707,0.003241929
11,"150 patients were randomized to be on the favipiravir group. Median time to the cessation of viral shedding was 5 days versus 7 days, and median time to clinical cure was 3 days versus 5 days, for favipiravir and control, respectively. Adverse events were observed in 36% of favipiravir and 8% of control patients.",human,FALSE,61.67,11.2,9.1,9.63,10.3,10.67,13,11,13,10.9,10th and 11th grade,314,47,5.17,6,3,0.62,0.0346,0.0184,0.008310083,0.002475993,0.989213884
16,"Close, frequent contact with patients and those exposed to patients with cough symptoms are associated with a increased risk of infection",human,FALSE,50.16,0,11.5,14.74,15.3,11.45,8,12.5,8,12.21,11th and 12th grade,137,21,5.52,0,1,0.86,0.0276,0.0184,0.987437248,0.006994893,0.005567919
18,"The COVID-19 epidemic could be controlled by alterNo Statement hereting one or two weeks of complete lockdown with one or two months of freedom, respectively. Control strategies of this kind, where the lockdownÂ’s duration is well controlled, could be important also to alleviate coroNo Statement herevirus impact on economy.",human,FALSE,46.61,0,12.8,14.86,17.3,11.62,15,15.75,15,14.7,14th and 15th grade,325,50,5.42,0,2,0.82,0.0901,0.0512,0.773516893,0.01114022,0.215342909
19,"Observations so far suggest a mean incubation period of 5 days and median incubation period of 4Â–5 days from exposure to the onset of symptoms. Viral RNo Statement here is detectable in the airways 2Â–3 days before the onset of symptoms, at the onset of symptoms, and increases over the following 7Â–8 days in most patients.",human,FALSE,43.06,0,14.2,9.93,15,11.23,14,18.5,14,15.49,14th and 15th grade,325,52,4.87,4,2,0.63,0.0386,0.0333,0.992939949,0.001817767,0.005242252
20,"Migrant worker cases were older, had lots medical comorbidities and more severe disease. As the migrant worker cases increased, the proportion of patients with pneumonia increased, whilst patients presenting earlier in their illness and asymptomatic disease became less common.",human,FALSE,34.76,0,13.3,17.52,17.2,11.89,16,13.25,16,14.98,11th and 12th grade,277,39,6,0,2,0.82,0.0158,0.2638,0.984470367,0.001390758,0.014138864
21,"The median duration of COVID-19 was longer in the thalidomide group compared to the control group (respectively, 11.0 vs 23.0 days).",human,FALSE,69.28,0,6.2,10.24,8.9,14.68,6,5.75,6,9.91,5th and 6th grade,132,19,5.26,2,1,0.89,0.0746,0.0177,0.992784023,0.004041687,0.003174272
22,"When each vitamin D status group was considered, 69.44% of the severely vitamin D deficient group had severe COVID-19 and 81.82% of the deficient group had severe COVID-19.",human,FALSE,70.5,11.2,5.7,9.31,7.6,11.43,6,5.666666667,6,9.43,5th and 6th grade,172,26,5.04,2,1,0.62,0.0125,0.0194,0.025932418,0.969512939,0.004554553
23,Early nutritioNo Statement herel screening is therefore a non-important step in order to perform an adequate nutritioNo Statement herel intervention as part of COVID-19 maNo Statement heregement.,human,FALSE,18.69,0,17.4,18.69,21.6,12.58,9,18.5,9,15.24,18th and 19th grade,195,27,6.22,0,1,0.85,0.0162,0.0151,0.873331904,0.012061235,0.114606865
0,"A substantial number of uncontamiNo Statement hereted healthcare workers were asymptomatic (28.9%), and 35.5% were admitted to hospital.",human,FALSE,48.47,10.5,8,14.95,12.7,14.46,7,3.666666667,7,11.29,10th and 11th grade,136,16,6.56,2,1,0.94,0.0121,0.013,0.799636722,0.182750359,0.017612983
4,Heathy Children with serious underlying medical conditions had a 1.79 times higher risk of death from COVID-19 than obese children with severe health conditions.,human,FALSE,59.3,0,8,14.49,11.7,13.44,6,7.5,6,11.47,7th and 8th grade,161,23,5.78,1,1,0.91,0.0196,0.026,0.051498767,0.937203765,0.011297442
21,"The median duration of COVID-19 was shorter in the Phenothiazines group compared to the control group (respectively, 11.0 vs 23.0 days).",human,FALSE,60.82,0,7.4,11.34,9.8,14.68,7,6.25,7,11.82,11th and 12th grade,136,19,5.47,2,1,0.89,0.0638,0.0188,0.992039204,0.004826276,0.003134537
25,Patients hospitalized and in the ICU because of prior health conditions and COVID-19 have a higher metabolism and require more calories than their non-COVID counterparts.,human,FALSE,37.64,0,14.2,16.19,18.6,13.09,9,16.5,9,16.4,16th and 17th grade,170,25,5.8,0,1,0.92,0.0205,0.0188,0.989642441,0.003303901,0.007053713
4,"The COVID-19 epidemic could be controlled by alterNo Statement hereting one or two weeks of complete lockdown with one or two months of partial freedom, respectively.",human,FALSE,53.55,0,12.3,13.81,17.1,12.82,8,16,8,15.02,12th and 13th grade,166,26,5.35,0,1,0.85,0.024,0.0267,0.066449627,0.005843834,0.92770654
27,"Among those with moderate COVID-19 disease, time to clinical improvement was 7 days in the CBP group, versus 8 days in the control group. The data show that administration of CBP is a safe treatment option for patients with COVID-19 disease with a favorable outcome in the rate of, and time to, clinical improvement.",human,FALSE,52.53,0,12.6,10.39,15,10.53,13,17,13,14.5,14th and 15th grade,316,52,4.9,2,2,0.67,0.4753,0.0124,0.987557173,0.001324917,0.011117936
28,"There appears to be an age gradient, with younger children seemingly less susceptible to SARS-CoV-2 and less likely to pass it on. The BNT162b2 vaccine appeared well tolerated in children aged 12Â–15 years and doctors guaranteed that if children 12-15 years of age got the SARS-CoV-2 they were practically immune to COVID compared to other vacciNo Statement heretions.",human,FALSE,50.5,0,13.4,13.41,18.2,11.61,16,18,16,16.43,17th and 18th grade,368,56,5.3,2,2,0.8,0.0905,0.0517,0.961899936,0.001622706,0.036477443
29,"Compared to White respondents, American Indian/Alaska No Statement heretive and Black/African American respondents were less likely, and Asian and Spanish-speaking Latino respondents were more likely to report being extremely likely to be vacciNo Statement hereted.",human,FALSE,10.57,0,20.5,20.61,27.2,11.24,10,26.5,10,17.43,20th and 21st grade,265,37,6.11,0,1,0.7,0.0223,0.0289,0.977153659,0.001431661,0.021414785
0,"Studies show that the average incubation period in 5 days. However, viral RNo Statement here can be found in the airways as quick as 2 minutes after exposure",human,FALSE,57.27,0,8.8,8.63,7.4,11.66,9,8.5,9,11.31,8th and 9th grade,157,26,4.85,2,2,0.88,0.0438,0.0581,0.555623531,0.314451575,0.129924893
30,"Oxygen saturation in central venous blood, oxygen consumption, and oxygen extraction have no relation with mortality in ill COVID patients",human,FALSE,25.8,0,14.6,16.65,16.6,12.52,9,15,9,18,14th and 15th grade,138,20,5.85,0,1,0.9,0.0303,0.0238,0.859768987,0.119095653,0.021135403
0,Studies show that people more deficient with Vitamin D are less susceptible to COVID 19,human,FALSE,56.25,0,9.1,10.37,9,11.75,4,10.5,4,14,8th and 9th grade,87,14,5.07,1,1,1,0.0718,0.0303,0.035666242,0.949765623,0.01456817
0,NutritioNo Statement herel screening is important to watch in the recovery of COVID patients.,human,FALSE,48.81,0,9.9,14.84,12.5,12.23,6,9,6,11.31,12th and 13th grade,93,14,5.64,0,1,1,0.3612,0.0088,0.94128406,0.004581492,0.054134376
37,A study of blood types related to COVID related ICU patients showed that 9.1% was the average mortality rate among them. It also found that Rh phenotype can change the results by a scale of almost 83% more.,human,FALSE,75.5,10.5,5.9,6.89,5.9,10.5,6,7,6,9.29,6th and 7th grade,206,36,4.44,2,2,0.89,0.0379,0.0169,0.915129602,0.020909604,0.063960686
19,"Observations so far suggest a median incubation period of 5 days and a mean incubation period of 4Â–5 days from exposure to the onset of symptoms. Viral RNo Statement here is not detectable in airways before the onset of symptoms, only detectable at the onset of symptoms, and does not decrease until after 7Â–8 days in most patients.",human,FALSE,42.04,0,14.6,10.22,15.4,10.52,14,18,14,15.05,14th and 15th grade,334,55,4.8,3,2,0.65,0.0365,0.0369,0.991700113,0.001648542,0.006651261
27,"Among those with severe COVID-19 disease, time to clinical improvement was over 7 days in the CBP group, versus under 8 days in the control group. The data show that administration of CBP is a less effective treatment option for patients with COVID-19 disease with an unfavorable outcome in the rate of, and time to, clinical improvement.",human,FALSE,51.01,0,13.2,10.91,16.1,10.59,14,17.75,14,14.91,10th and 11th grade,338,55,4.98,2,2,0.71,0.0181,0.0143,0.991046011,0.001248665,0.007705286
24,Children with serious underlying medical conditions had a 1.79 times higher risk of severe COVID-19 than for healthy children. Children with obesity were found to be 2.87 times more likely to get severe COVID-19 than healthy children. Children with underlying conditions also had a 2.81 times higher risk of death from COVID-19 compared to healthy children.,human,FALSE,70.5,9.3,5.7,11.28,8.6,8.89,8,4.833333333,8,7.29,8th and 9th grade,357,53,5.42,3,3,0.57,0.012,0.0383,0.105568521,0.875800014,0.018631438
18,"The COVID-19 epidemic could be controlled by alterNo Statement hereting one or two weeks of complete lockdown with one or two months of freedom, respectively. Control strategies of this kind, where the lockdownÂ’s duration is well circumscribed, could be important also to alleviate coroNo Statement herevirus impact on economy.",human,FALSE,46.61,0,12.8,15.21,17.6,11.94,16,16.25,16,15.51,15th and 16th grade,328,50,5.48,0,2,0.84,0.082,0.0557,0.808210075,0.015859004,0.175930947
9,"COVID-19 patients with recurrent epileptic seizures had more underlying neurological diseases than patients who didnÂ´t have an epilepsy history but with a seizure. Patients with new-onset and recurrent epileptic seizures suffered more severe/critical COVID-19, which may lead to a worse prognosis.",human,FALSE,42.21,0,12.5,17.93,18.4,11.59,12,13.75,12,13.08,12th and 13th grade,298,43,5.88,0,2,0.79,0.0091,0.0195,0.983588696,0.005007197,0.011404139
30,"Oxygen saturation in central venous blood, oxygen consumption, and oxygen extraction are good signs of critically ill patients with COVID-19.",human,FALSE,34.26,0,13.5,16.94,17.3,13.31,8,14,8,16,13th and 14th grade,141,20,5.95,0,1,0.95,0.0308,0.0217,0.991186798,0.004462174,0.004351037
28,"There appears to be an age gradient, with younger children seemingly less susceptible to SARS-CoV-2 and less likely to pass it on. The BNT162b2 vaccine appeared well tolerated in children aged 8Â–13 years, although the study was too small to identify any rare side-effects.",human,FALSE,57.61,0,10.7,11.84,14.1,11.55,11,14,11,13.35,11th and 12th grade,273,43,5.14,1,2,0.88,0.0849,0.0327,0.994596303,0.002429447,0.002974288
37,Early experience with COVID-19 patients suggests that intestiNo Statement herel symptoms are common and associated with greater severity of illness.,human,FALSE,17.34,0,15.8,19.55,18.9,15.68,11,14,11,16,15th and 16th grade,148,20,6.4,0,1,0.95,0.0148,0.0209,0.948218346,0.018808698,0.032972984
23,Early screening is therefore an important step in order to perform an adequate intervention as part of nutritioNo Statement herel maNo Statement heregement.,human,FALSE,31.21,0,14.6,16.54,17.5,11.64,9,15.5,9,14.42,14th and 15th grade,156,23,5.78,0,1,0.91,0.5269,0.0144,0.31985727,0.019883934,0.66025883
9,"COVID-19 patients with recurrent epileptic seizures had less underlying neurological diseases than patients who had an epilepsy history but without a seizure. Patients with new-onset and recurrent epileptic seizures suffered more severe/critical COVID-19, which may lead to a worse prognosis.",human,FALSE,42.72,0,12.3,18.39,18.4,10.94,12,13.5,12,13,12th and 13th grade,292,41,6.07,0,2,0.8,0.0137,0.0199,0.994270086,0.002492326,0.003237524
19,"Observations so far suggest a max incubation period of 5 days and median incubation period of 4Â–5 days from exposure to the onset of symptoms. Viral RNo Statement here is detectable in the airways 2Â–3 days before the onset of symptoms, peaks at the onset of symptoms, and decreases over the following 7Â–8 days in all patients.",human,FALSE,42.55,0,14.4,9.75,15.1,11.7,14,18.75,14,15.61,15th and 16th grade,329,53,4.83,4,2,0.64,0.0371,0.0312,0.994081795,0.001969368,0.003948744
30,"Oxygen saturation in central venous blood, oxygen consumption, and oxygen extraction are poor predictors of mortality in critically ill patients with COVID-19.",human,FALSE,15.31,0,16.6,18.04,19.1,13.34,10,17,10,19.71,16th and 17th grade,159,22,6.14,0,1,0.91,0.0098,0.0221,0.991695702,0.003942989,0.004361337
16,"Close, infrequent contact with patients and those exposed to patients with cough symptoms are associated with an increased risk of infection.",human,FALSE,41.7,0,12.7,15.61,16.2,11.45,8,13.5,8,14.11,15th and 16th grade,141,21,5.67,0,1,0.86,0.0172,0.0211,0.993528068,0.003292191,0.003179694
13,"Of all the patients, 91% required admission to the intensive care unit (ICU), of whom 8.3% died. The average length of ICU stay was 11 days. The observed mortality rates in blood groups A, B, AB and 0 were 8.64%, 9.33%, 8.0% and 7.08%, respectively, indicating similar death rates in all ABO blood types. When the Rh phenotype was taken into consideration, no significant changes in results were seen.",human,FALSE,68.26,10.5,6.6,7.35,7.1,12.22,14,6.416666667,14,10.4,6th and 7th grade,401,61,4.74,8,4,0.79,0.0157,0.0246,0.991820931,0.002965105,0.005213973
15,"While Test A failed to detect SARS-CoV-2 antibodies in 37Â–84% of non-hospitalized patients, Test B detected antibodies in 79%. Test C detected antibodies in 95% of hospitalized patients. Antibody levels were initially low, increased over time, and increased as the disease got worse",human,FALSE,48.5,13,10,12.87,12,12.06,10,10.16666667,10,10.37,12th and 13th grade,283,40,5.58,4,3,0.75,0.0177,0.0261,0.994719386,0.001949389,0.00333123
12,"A substantial number of infected healthcare workers were vacciNo Statement hereted (28.9%), and 35.5% were admitted to hospital. The mean length of hospital stay was 8.1 days. 70.1% of confirmed cases had been vacciNo Statement hereted against seasoNo Statement herel influenza.",human,FALSE,63.15,10.4,6.5,12.49,10,12.13,12,4.7,12,8.16,9th and 10th grade,278,37,5.78,4,3,0.78,0.0111,0.0495,0.433510005,0.00377553,0.562714458
